UNSPSC,Title
31102312,Bronze plaster mold castings
31102313,Zinc plaster mold castings
31102314,Tin plaster mold castings
31102315,Lead plaster mold castings
31102316,Precious metal plaster mold castings
31102400,V process castings
31102401,Non ferrous alloy v process castings
31102402,Ferrous alloy v process castings
31102403,Steel v process castings
31102404,Stainless steel v process castings
31102405,Iron v process castings
31102406,Aluminum v process castings
31102407,Magnesium v process castings
31102408,Titanium v process castings
31102409,Beryllium v process castings
31102410,Copper v process castings
31102411,Brass v process castings
31102412,Bronze v process castings
31102413,Zinc v process castings
31102414,Tin v process castings
31102415,Lead v process castings
31102416,Precious metal v process castings
31110000,Extrusions
31111500,Profile extrusions
31111501,Aluminum profile extrusions
31111502,Beryllium profile extrusions
31111503,Brass profile extrusions
31111504,Bronze profile extrusions
31111505,Copper profile extrusions
31111506,Ferrous alloy profile extrusions
31111507,Lead profile extrusions
31111508,Magnesium profile extrusions
31111509,Non ferrous alloy profile extrusions
31111510,Plastic profile extrusions
31111511,Precious metal profile extrusions
31111512,Rubber profile extrusions
31111513,Stainless steel profile extrusions
31111514,Steel profile extrusions
31111515,Tin profile extrusions
31111516,Titanium profile extrusions
31111517,Zinc profile extrusions
31111600,Impact extrusions
31111601,Aluminum impact extrusions
31111602,Beryllium impact extrusions
31111603,Brass impact extrusions
31111604,Bronze impact extrusions
31111605,Copper impact extrusions
31111606,Ferrous alloy impact extrusions
31111607,Lead impact extrusions
31111608,Magnesium impact extrusions
31111609,Non ferrous alloy impact extrusions
31111610,Plastic impact extrusions
31111611,Precious metal impact extrusions
31111612,Rubber impact extrusions
31111613,Stainless steel impact extrusions
31111614,Steel impact extrusions
31111615,Tin impact extrusions
31111616,Titanium impact extrusions
31111617,Zinc impact extrusions
31111700,Cold extrusions
31111701,Aluminum cold extrusions
31111702,Beryllium cold extrusions
31111703,Brass cold extrusions
31111704,Bronze cold extrusions
31111705,Copper cold extrusions
31111706,Ferrous alloy cold extrusions
31111707,Lead cold extrusions
31111708,Magnesium cold extrusions
31111709,Non ferrous alloy cold extrusions
31111710,Plastic cold extrusions
31111711,Precious metal cold extrusions
31111712,Rubber cold extrusions
31111713,Stainless steel cold extrusions
31111714,Steel cold extrusions
31111715,Tin cold extrusions
31111716,Titanium cold extrusions
31111717,Zinc cold extrusions
31120000,Machined castings
31121000,Machined v process castings
31121001,Non ferrous alloy v process machined castings
31121002,Ferrous alloy v process machined castings
31121003,Steel v process machined castings
31121004,Stainless steel v process machined castings
31121005,Iron v process machined castings
31121006,Aluminum v process machined castings
31121007,Magnesium v process machined castings
31121008,Titanium v process machined castings
31121009,Beryllium v process machined castings
31121010,Copper v process machined castings
31121011,Brass v process machined castings
31121012,Bronze v process machined castings
31121013,Zinc v process machined castings
31121014,Tin v process machined castings
31121015,Lead v process machined castings
31121016,Precious metal v process machined castings
31121017,Composite v process machined castings
31121018,Nickel alloy v process machined castings
31121019,Non metallic v process machined castings
31121100,Machined die castings
31121101,Aluminum die machined castings
31121102,Ferrous alloy die machined castings
31121103,Iron die machined castings
31121104,Non ferrous alloy die machined castings
31121105,Stainless steel die machined castings
31121106,Steel die machined castings
31121107,Magnesium die machined castings
31121108,Zinc die machined castings
31121109,Tin die machined castings
31121110,Titanium die machined castings
31121111,Beryllium die machined castings
31121112,Precious metal die machined castings
31121113,Copper die machined castings
31121114,Lead die machined castings
31121115,Brass die machined castings
31121116,Bronze die machined castings
31121117,Composite die machined castings
31121118,Nickel Alloy die machined castings
31121119,Non metallic die machined castings
31121200,Machined sand castings
31121201,Non ferrous alloy sand machined castings
31121202,Ferrous alloy sand machined castings
31121203,Steel sand machined castings
31121204,Stainless steel sand machined castings
31121205,Iron sand machined castings
31121206,Aluminum sand machined castings
31121207,Magnesium sand machined castings
31121208,Titanium sand machined castings
31121209,Beryllium sand machined castings
31121210,Copper sand machined castings
31121211,Brass sand machined castings
31121212,Bronze sand machined castings
31121213,Zinc sand machined castings
31121214,Tin sand machined castings
31121215,Lead sand machined castings
31121216,Precious metal sand machined castings
31121217,Composite sand machined castings
31121218,Nickel Alloy sand machined castings
31121219,Non metallic sand machined castings
31121300,Machined permanent mold castings
31121301,Non ferrous alloy permanent mold machined castings
31121302,Ferrous alloy permanent mold machined castings
31121303,Steel permanent mold machined castings
31121304,Stainless steel permanent mold machined castings
31121305,Iron permanent mold machined castings
31121306,Aluminum permanent mold machined castings
31121307,Magnesium permanent mold machined castings
31121308,Titanium permanent mold machined castings
31121309,Beryllium permanent mold machined castings
31121310,Copper permanent mold machined castings
31121311,Brass permanent mold machined castings
31121312,Bronze permanent mold machined castings
31121313,Zinc permanent mold machined castings
31121314,Tin permanent mold machined castings
31121315,Lead permanent mold machined castings
31121316,Precious metal permanent mold machined castings
31121317,Composite permanent mold machined castings
31121318,Nickel alloy permanent mold machined castings
31121319,Non metallic permanent mold machined castings
31121400,Machined plaster mold castings
31121401,Non ferrous alloy plaster mold machined castings
31121402,Ferrous alloy plaster mold machined castings
31121403,Steel plaster mold machined castings
31121404,Stainless steel plaster mold machined castings
31121405,Iron plaster mold machined castings
31121406,Aluminum plaster mold machined castings
31121407,Magnesium plaster mold machined castings
31121408,Titanium plaster mold machined castings
31121409,Beryllium plaster mold machined castings
31121410,Copper plaster mold machined castings
31121411,Brass plaster mold machined castings
31121412,Bronze plaster mold machined castings
31121413,Zinc plaster mold machined castings
31121414,Tin plaster mold machined castings
31121415,Lead plaster mold machined castings
31121416,Precious metal plaster mold machined castings
31121417,Composite plaster mold machined castings
31121418,Nickel alloy plaster mold machined castings
31121419,Non metallic plaster mold machined castings
31121500,Machined shell mold castings
31121501,Non ferrous alloy shell mold machined castings
31121502,Ferrous alloy shell mold machined castings
31121503,Steel shell mold machined castings
31121504,Stainless steel shell mold machined castings
31121505,Iron shell mold machined castings
31121506,Aluminum shell mold machined castings
31121507,Magnesium shell mold machined castings
31121508,Titanium shell mold machined castings
31121509,Beryllium shell mold machined castings
31121510,Copper shell mold machined castings
31121511,Brass shell mold machined castings
31121512,Bronze shell mold machined castings
31121513,Zinc shell mold machined castings
31121514,Tin shell mold machined castings
31121515,Lead shell mold machined castings
31121516,Precious shell mold machined castings
31121517,Composite shell mold machined castings
31121518,Nickel alloy shell mold machined castings
31121519,Non metallic shell mold machined castings
31121600,Machined investment castings
31121601,Non ferrous alloy investment machined castings
31121602,Ferrous alloy investment machined castings
31121603,Steel investment machined castings
31121604,Stainless steel investment machined castings
31121605,Iron investment machined castings
31121606,Aluminum investment machined castings
31121607,Magnesium investment machined castings
31121608,Zinc investment machined castings
31121609,Tin investment machined castings
31121610,Lead investment machined castings
31121611,Precious metal investment machined castings
31121612,Titanium investment machined castings
31121613,Composite investment machined castings
31121614,Nickel alloy investment machined castings
31121615,Non metallic investment machined castings
31121700,Machined centrifugal castings
31121701,Non ferrous alloy centrifugal machined castings
31121702,Ferrous alloy centrifugal machined castings
31121703,Steel centrifugal machined castings
31121704,Stainless steel centrifugal machined castings
31121705,Iron centrifugal machined castings
31121706,Aluminum centrifugal machined castings
31121707,Magnesium centrifugal machined castings
31121708,Titanium centrifugal machined castings
31121709,Beryllium centrifugal machined castings
31121710,Copper centrifugal machined castings
31121711,Brass centrifugal machined castings
31121712,Bronze centrifugal machined castings
31121713,Zinc centrifugal machined castings
31121714,Tin centrifugal machined castings
31121715,Lead centrifugal machined castings
31121716,Precious metal centrifugal machined castings
31121717,Composite centrifugal machined castings
31121718,Nickel alloy centrifugal machined castings
31121719,Non metallic centrifugal machined castings
31121800,Machined ceramic mold castings
31121801,Non ferrous alloy ceramic mold machined castings
31121802,Ferrous alloy ceramic mold machined castings
31121803,Steel ceramic mold machined castings
31121804,Stainless steel ceramic mold machined castings
31121805,Iron ceramic mold machined castings
31121806,Aluminum ceramic mold machined castings
31121807,Magnesium ceramic mold machined castings
31121808,Titanium ceramic mold machined castings
31121809,Beryllium ceramic mold machined castings
31121810,Copper ceramic mold machined castings
31121811,Brass ceramic mold machined castings
31121812,Bronze ceramic mold machined castings
31121813,Zinc ceramic mold machined castings
31121814,Tin ceramic mold machined castings
31121815,Lead ceramic mold machined castings
31121816,Precious metal ceramic mold machined castings
31121817,Composite ceramic mold machined castings
31121818,Nickel alloy ceramic mold machined castings
31121819,Non metallic ceramic mold machined castings
31121900,Machined graphite mold castings
31121901,Non ferrous alloy graphite mold machined castings
31121902,Ferrrous alloy graphite mold machined castings
31121903,Steel graphite mold machined castings
31121904,Stainless steel graphite mold machined castings
31121905,Iron graphite mold machined castings
31121906,Aluminum graphite mold machined castings
31121907,Magnesium graphite mold machined castings
31121908,Titanium graphite mold machined castings
31121909,Beryllium graphite mold machined castings
31121910,Copper graphite mold machined castings
31121911,Brass graphite mold machined castings
31121912,Bronze graphite mold machined castings
31121913,Zinc graphite mold machined castings
31121914,Tin graphite mold machined castings
31121915,Lead graphite mold machined castings
31121916,Precious metal graphite mold machined castings
31121917,Composite graphite mold machined castings
31121918,Nickel alloy metal graphite mold machined castings
31121919,Non metallic graphite mold machined castings
31130000,Forgings
31131500,Open die forgings
31131501,Non ferrous alloy open die forgings
31131502,Ferrous alloy open die forgings
31131503,Steel open die forgings
31131504,Stainless steel open die forgings
31131505,Iron open die forgings
31131506,Aluminum open die forgings
31131507,Magnesium open die forgings
31131508,Titanium open die forgings
31131509,Beryllium open die forgings
31131510,Copper open die forgings
31131511,Brass open die forgings
31131512,Bronze open die forgings
31131513,Zinc open die forgings
31131514,Tin open die forgings
31131515,Lead open die forgings
31131516,Precious metal open die forgings
31131600,Closed die forgings
31131601,Non ferrous alloy closed die forgings
31131602,Ferrous alloy closed die forgings
31131603,Steel closed die forgings
31131604,Stainless steel closed die forgings
31131605,Iron closed die forgings
31131606,Aluminum closed die forgings
31131607,Magnesium closed die forgings
31131608,Titanium closed die forgings
31131609,Beryllium closed die forgings
31131610,Copper closed die forgings
31131611,Brass closed die forgings
31131612,Bronze closed die forgings
31131613,Zinc closed die forgings
31131614,Tin closed die forgings
31131615,Lead closed die forgings
31131616,Precious metal closed die forgings
31131700,Impression die forgings
31131701,Non ferrous alloy impression die forgings
31131702,Ferrous alloy impression die forgings
31131703,Steel impression die forgings
31131704,Stainless steel impression die forgings
31131705,Iron impression die forgings
31131706,Aluminum impression die forgings
31131707,Magnesium impression die forgings
31131708,Titanium impression die forgings
31131709,Beryllium impression die forgings
31131710,Copper impression die forgings
31131711,Brass impression die forgings
31131712,Bronze impression die forgings
31131713,Zinc impression die forgings
31131714,Tin impression die forgings
31131715,Lead impression die forgings
31131716,Precious metal impression die forgings
31131800,Drop forgings
31131801,Non ferrous alloy drop forgings
31131802,Zinc drop forgings
31131803,Ferrous alloy drop forgings
31131804,Tin drop forgings
31131805,Lead drop forgings
31131806,Steel drop forgings
31131807,Precious metal drop forgings
31131808,Stainless steel drop forgings
31131809,Iron drop forgings
31131810,Aluminum drop forgings
31131811,Magnesium drop forgings
31131812,Titanium drop forgings
31131813,Beryllium drop forgings
31131814,Copper drop forgings
31131815,Brass drop forgings
31131816,Bronze drop forgings
31131817,Cold Steel
31131818,Semi finished
31131900,Rolled ring forgings
31131901,Aluminum rolled ring forgings
31131902,Beryllium rolled ring forgings
31131903,Brass rolled ring forgings
31131904,Bronze rolled ring forgings
31131905,Copper rolled ring forgings
31131906,Iron rolled ring forgings
31131907,Lead rolled ring forgings
31131908,Magnesium rolled ring forgings
31131909,Precious metal rolled ring forgings
31131910,Stainless steel rolled ring forgings
31131911,Tin rolled ring forgings
31131912,Titanium rolled ring forgings
31131913,Zinc rolled ring forgings
31131914,Non ferrous alloy rolled ring forgings
31131915,Ferrous alloy rolled ring forgings
31131916,Steel rolled ring forgings
31132000,Powdered metal components
31132001,Ferrous powdered metal components
31132002,Non ferrous powdered metal parts
31140000,Moldings
31141500,Injection moldings
31141501,Plastic injection moldings
31141502,Rubber injection moldings
31141503,Glass injection moldings
31141600,Vacuum moldings
31141601,Plastic vacuum moldings
31141602,Rubber vacuum moldings
31141603,Glass vacuum moldings
31141700,Blow moldings
31141701,Plastic blow moldings
31141702,Rubber blow moldings
31141800,Reaction injection moldings (RIM)
31141801,Plastic reaction injection moldings
31141802,Rubber reaction injection moldings
31150000,Rope and chain and cable and wire and strap
31151500,Ropes
31151501,Cotton rope
31151502,Polyester rope
31151503,Polypropylene rope
31151504,Nylon rope
31151505,Wire rope
31151506,Hemp rope
31151507,String or twine
31151508,Sisal rope
31151600,Chains
31151601,Safety chains
31151603,Roller chains
31151604,Proof coil chains
31151605,Sash chain
31151606,Jack chains
31151607,Coil chains
31151608,Ball chains
31151700,Mechanical cable
31151702,Non electric control cables
31151703,Lifting cables
31151704,Track cables
31151705,Non electrical steel cables
31151706,Non electrical copper cables
31151707,Non electrical aluminum cables
31151800,Mechanical wire
31151803,Piano steel wire
31151900,Straps
31151901,Metal straps
31151902,Leather straps
31151903,Fiber straps
31151904,Plastic
31152000,Security wire
31152001,Razor wire
31152002,Barbed wire
31152100,Electrical wire
31152101,Wire assembly
31160000,Hardware
31161500,Screws
31161501,Cap screws
31161502,Anchor screws
31161503,Drive screws
31161504,Machine screws
31161505,Set screws
31161506,Sheet metal screws
31161507,Tapping screws
31161508,Wood screws
31161509,Drywall screws
31161510,Captive screw
31161511,Locking screws
31161512,Thread rolling screws
31161513,Flathead screws
31161514,Weld screws
31161515,Flat head screws
31161516,Thumb screws
31161600,Bolts
31161601,Anchor bolts
31161602,Blind bolts
31161603,Carriage bolts
31161604,Clevis bolts
31161605,Cylinder bolts
31161606,Door bolts
31161607,Expansion bolts
31161608,Lag bolts
31161609,Toggle bolts
31161610,Eye bolts
31161611,Locking bolts
31161612,Pin or collar bolts
31161613,Tension bolts
31161614,Structural bolts
31161616,U bolts
31161617,Wing bolts
31161618,Threaded rod
31161700,Nuts
31161701,Anchor nuts
31161702,Bearing nuts
31161703,Blind nuts
31161704,Barrel nuts
31161705,Cap nuts
31161706,Captive nuts
31161707,Castle nuts
31161708,Channel nuts
31161709,Clamping nuts
31161710,Expansion nuts
31161711,Eye nuts
31161712,Flange nuts
31161713,Hose nuts
31161714,Insert nuts
31161716,Locknuts
31161717,Wing nuts
31161718,Toggle nuts
31161719,Swivel nuts
31161720,Stop nuts
31161721,Spring nuts
31161722,Union nuts
31161723,Nutplate nuts
31161724,Press nuts
31161725,Clip nuts
31161726,Dome nuts
31161727,Hexagonal nuts
31161728,Coupling nuts
31161729,Knurled nuts
31161800,Washers
31161801,Locking washers
31161802,Bevel washers
31161803,Binding washers
31161804,Curved washers
31161805,Electrical insulating washers
31161806,Finishing washers
31161807,Flat washers
31161808,Open washers
31161809,Reducing washers
31161810,Shim washers
31161811,Spring washers
31161812,Square washers
31161813,Swivel washers
31161814,Thrust washers
31161815,Shoulder washers
31161816,Spacers or standoffs
31161900,Springs
31161901,Helical springs
31161902,Leaf springs
31161903,Spiral springs
31161904,Compression springs
31161905,Die springs
31161906,Disk springs
31161907,Extension springs
31161908,Torsion springs
31162000,Nails
31162001,Brads
31162002,Cap nails
31162003,Finishing nails
31162004,Masonry nails
31162005,Roofing nails
31162006,Wire nails
31162007,Upholstery nails
31162100,Anchors
31162101,Concrete anchors
31162102,Wedge anchors
31162103,Wall anchors
31162104,Screw anchors
31162105,Resin anchors
31162106,Pipe anchors
31162107,Nail expansion anchors
31162108,Tie down anchors
31162200,Rivets
31162201,Blind rivets
31162202,Crownhead rivets
31162203,Flat head rivets
31162204,Full rivets
31162205,Ratchet rivets
31162206,Tinners rivets
31162207,Compression rivets
31162208,Coopers rivets
31162300,Mounting hardware
31162301,Mounting profiles
31162303,Mounting bars
31162304,Mounting strips
31162305,Mounting clips
31162306,Mounting hangers
31162307,Mounting plates
31162308,Mounting panels
31162309,Mounting racks
31162310,Mounting straps
31162311,Wall bushings
31162400,Miscellaneous fasteners
31162401,Grommets
31162402,Hasps
31162403,Hinges
31162404,Hardware staples
31162405,Turnbuckles
31162406,Strapping or banding buckles
31162407,Latch
31162408,Cotter pins
31162500,Brackets and braces
31162501,Shelf brackets
31162502,Angle brackets
31162503,Braces
31162504,Electrical fixture brackets
31162600,Hooks
31162601,Swivel hooks
31162602,Spring hooks
31162603,S hooks
31162604,Safety hooks
31162605,Lifting hooks
31162606,J hooks
31162607,Guy wire hooks
31162608,Grab hooks
31162609,Screw hooks
31162610,Peg board hooks
31162611,Slip hooks
31162700,Rolling hardwarre
31162701,Casters
31162702,Wheels
31162703,Sliders
31162800,Miscellaneous hardware
31162801,Handles or knobs
31162802,Inserts
31162803,Shackles
31162900,Clamps
31162901,Ear clamps
31162902,Spring clamps
31162903,Screw clamps
31162904,Wire rope clamps
31162905,Beam clamps
31163000,Couplings
31163001,Elastomeric couplings
31163002,Gear couplings
31163003,Metallic couplings
31163004,Miniature couplings
31163100,Connectors
31163101,Quick disconnects
31163102,Ferrule
31163103,Trailer Connector
31163200,Retaining hardware
31163201,Spring pins
31163202,Retaining rings
31163203,Dowel pin
31163204,Cotter pin
31163205,Taper pins
31163300,Spacer
31163301,Shim
31170000,Bearings and bushings and wheels and gears
31171500,Bearings
31171501,Flanged bearings
31171502,Radial bearings
31171503,Wheel bearings
31171504,Ball bearings
31171505,Roller bearings
31171506,Linear bearings
31171507,Thrust bearings
31171508,Rod end bearings
31171509,Sleeve bearings
31171510,Spherical bearings
31171511,Pillow block bearings
31171512,Needle bearings
31171513,Hanger bearings
31171514,Door closers
31171515,Plain bearings
31171516,Tapered bearings
31171517,Needle bearings
31171518,Bearing Cage
31171600,Bushings
31171603,Drill bushings
31171604,Pilot bushings
31171605,Shaft bushings
31171700,Gears
31171704,Friction gears
31171706,Conical gears
31171707,Spur gears
31171708,Bevel gears
31171709,Rack gears
31171710,Pinion gears
31171711,Ring gears
31171712,Worm gears
31171713,Side Gears
31171800,Industrial wheels
31171801,Cog wheels
31171802,Impeller wheels
31171803,Flywheels
31171804,Sheaves
31171805,Wheel brushes
31171900,Sprockets
31171901,Roller chain sprockets
31180000,Gaskets and seals
31181500,Gaskets
31181501,Plastic gaskets
31181502,Rubber gaskets
31181503,Metal gaskets
31181504,Textile gaskets
31181505,Cork gaskets
31181506,O ring gaskets
31181507,Electromagnetic interference (EMI) gaskets
31181508,Bolted gaskets
31181509,Gasket kits
31181600,Seals
31181601,Plastic seals
31181602,Rubber seals
31181603,Metallic seals
31181604,Seal mechanical
31190000,Grinding and polishing and smoothing materials
31191500,Abrasives and abrasive media
31191501,Abrasive papers
31191502,Buffs
31191504,Abrasive cloth
31191505,Abrasive pads
31191506,Abrasive discs
31191507,Abrasive belts
31191508,Bort
31191509,Abrasive polishers
31191510,Abrasive stones
31191511,Steel wool
31191512,Shot blast
31191513,Glass bead
31191514,Tumble media
31191515,Abrasive mesh
31191516,Abrasive cartridge rolls
31191600,Abrasive wheels
31191601,Abrasive cubic borozon nitrate wheels
31191602,Abrasive diamond wheels
31191603,Tungsten carbide abrasive wheels
31200000,Adhesives and sealants
31201500,Tape
31201501,Duct tape
31201502,Electrical insulating tape
31201503,Masking tape
31201504,Carpet tape
31201505,Double sided tape
31201506,Bismalemide tape
31201507,Fiberglass tape
31201508,Graphite tape
31201509,Nylon tape
31201510,Resin impregnated tape
31201511,Wire mesh tape
31201512,Transparent tape
31201513,Non skid safety tapes
31201514,Polytetrafluoroethylene (PTFE) thread sealing tape
31201515,Paper tapes
31201516,Reflective tape
31201517,Packaging tape
31201518,Electrically conductive tape
31201519,Pipe or hose repair tape
31201520,Aisle marking tape
31201521,Foil tape
31201522,Adhesive transfer tape
31201523,Cloth tape
31201524,Color coding tape
31201600,Other adhesives and sealants
31201601,Chemical adhesives
31201602,Pastes
31201603,Gums
31201604,Rubber cements
31201605,Putties
31201606,Caulks
31201607,Epoxy bond
31201608,Foam adhesives
31201609,Hot melt adhesives
31201610,Glues
31201611,Film adhesives
31201612,Thread sealants
31201613,Re usable adhesive
31210000,Paints and primers and finishes
31211500,Paints and primers
31211501,Enamel paints
31211502,Water based paints
31211503,Pigment paints
31211504,Coating paints
31211505,Oil based paints
31211506,Latex paints
31211507,Spray paints
31211508,Acrylic paints
31211509,Enamel primers
31211510,Polyurethane primers
31211511,Urethane primers
31211512,Latex primers
31211600,Paint additives
31211601,Calcimines
31211602,Texturing materials
31211603,Paint driers
31211604,Paint extenders
31211605,Anti slip agents
31211606,Leveling agents
31211700,Miscellaneous finishes
31211701,Glazes
31211702,Lusters
31211703,Lacquers
31211704,Sealers
31211705,Shellacs
31211706,Stains
31211707,Varnishes
31211708,Powder coat
31211800,Paint solvents and thinners
31211801,Paint or varnish removers
31211802,Paint or varnish strippers
31211803,Paint or varnish thinners
31211900,Paint applicators and painting accessories
31211901,Drop cloths
31211902,Edging tools
31211903,Masking equipment
31211904,Paint brushes
31211905,Paint mixers
31211906,Paint rollers
31211908,Paint sprayers
31211909,Paint trays
31211910,Paint mitts
31211912,Telescoping poles
31211913,Paint nozzles
31211914,Air brushes
31211915,Paint strainers
31220000,Dyeing and tanning extracts
31221600,Tanning products
31221601,Inorganic tanning extracts
31221602,Organic tanning extracts of animal origin
31221603,Organic tanning extracts of vegetable origin
31230000,Machined raw stock
31231100,Machined bar stock
31231101,Aluminum machined bar stock
31231102,Beryllium machined bar stock
31231103,Brass machined bar stock
31231104,Bronze machined bar stock
31231105,Copper machined bar stock
31231106,Iron machined bar stock
31231107,Lead machined bar stock
31231108,Magnesium machined bar stock
31231109,Precious metal machined bar stock
31231110,Stainless steel machined bar stock
31231111,Tin machined bar stock
31231112,Titanium machined bar stock
31231113,Zinc machined bar stock
31231114,Non ferrous alloy machined bar stock
31231115,Ferrous alloy machined bar stock
31231116,Steel machined bar stock
31231117,Composite machined bar stock
31231118,Nickel alloy machined bar stock
31231119,Non metallic machined bar stock
31231200,Machined plate stock
31231201,Aluminum machined plate stock
31231202,Beryllium machined plate stock
31231203,Brass machined plate stock
31231204,Bronze machined plate stock
31231205,Copper machined plate stock
31231206,Iron machined plate stock
31231207,Lead machined plate stock
31231208,Magnesium machined plate stock
31231209,Precious metal machined plate stock
31231210,Stainless steel machined plate stock
31231211,Tin machined plate stock
31231212,Titanium machined plate stock
31231213,Zinc machined plate stock
31231214,Non ferrous alloy machined plate stock
31231215,Ferrous alloy machined plate stock
31231216,Steel machined plate stock
31231217,Composite machined plate stock
31231218,Nickel alloy machined plate stock
31231219,Non metallic machined plate stock
31240000,Industrial optics
31241500,Lenses and prisms
31241501,Lenses
31241502,Prisms
31241600,Optical blanks
31241601,Filter blanks
31241602,Glass disks
31241603,Molded glass
31241604,Prism blanks
31241605,Silicon blanks
31241606,Germanium blanks
31241607,Round bar stock
31241608,Square bar stock
31241609,Witness sample blanks
31241610,Infrared optical material blanks
31241700,Mirrors
31241701,Diamond turned mirrors
31241702,Metallic mirrors
31241703,Parabolic mirrors
31241704,Uncoated mirrors
31241800,Optical filters
31241801,Broad band filters
31241802,Gradient filters
31241803,Infrared filters
31241804,Laser filters
31241805,Narrow band filters
31241806,Pelicle filters
31241807,Visual filters
31241900,Optical domes
31241901,Specialty domes
31241902,Diamond turned domes
31241903,Metallic domes
31241904,Molded glass domes
31241905,Molded polycarbonate domes
31241906,Replicated domes
31241907,Shaped domes
31241908,Frangible domes
31242000,Lens and laser windows
31242001,External lens or laser windows
31242002,Infrared lens or laser windows
31242003,Visual lens or laser windows
31250000,Pneumatic and hydraulic and electric control systems
31251500,Actuators
31251501,Electric actuators
31251502,Electronic actuators
31251503,Hydraulic actuators
31251504,Pneumatic actuators
31251505,Valve actuators
31251506,Gear actuators
31251507,Rotary actuators
31251508,Photoelectric actuators
31251509,Electromagnetic actuators
31251510,Solenoids
31260000,Housings and cabinets and casings
31261500,Housings and cabinets
31261501,Plastic housings or cabinets
31261502,Metal housings or cabinets
31261503,Steel housings or cabinets
31261504,Gear boxes or housings
31261600,Shells and casings
31261601,Plastic shells or casings
31261602,Metal shells or casings
31261603,Steel shells or casings
31270000,Machine made parts
31271600,Screw machine made parts
31271601,Metal screw machine made parts
31271602,Non metal screw machine made parts
31280000,Stampings and sheet components
31281500,Stamped components
31281502,Aluminum stamped components
31281503,Ferrous alloy stamped components
31281504,Iron stamped components
31281505,Non ferrous alloy stamped components
31281506,Stainless steel stamped components
31281507,Carbon Steel stamped components
31281508,Magnesium stamped components
31281509,Zinc stamped components
31281510,Tin stamped components
31281511,Titanium stamped components
31281512,Beryllium stamped components
31281513,Precious metal stamped components
31281514,Copper stamped components
31281515,Lead stamped components
31281516,Brass stamped components
31281517,Bronze stamped components
31281518,Composite stamped components
31281519,Nickel alloy stamped components
31281520,Non metallic stamped components
31281521,Coated Stampings
31281700,Welded components
31281701,Welded metal components
31281800,Punched components
31281801,Aluminum punched components
31281802,Ferrous alloy punched components
31281803,Iron punched components
31281804,Non ferrous alloy punched components
31281805,Stainless steel punched components
31281806,Carbon Steel punched components
31281807,Composite punched components
31281808,Nickel alloy punched components
31281809,Non metallic punched components
31281810,Titanium punched components
31281811,Beryllium punched components
31281812,Precious metal punched components
31281813,Copper punched components
31281814,Lead punched components
31281815,Brass punched components
31281816,Bronze punched components
31281817,Magnesium punched components
31281818,Zinc punched components
31281819,Tin punched components
31281900,Draw formed components
31281901,Aluminum draw formed components
31281902,Beryllium draw formed components
31281903,Brass draw formed components
31281904,Bronze draw formed components
31281905,Composite draw formed components
31281906,Copper draw formed components
31281907,Ferrous alloy draw formed components
31281908,Iron draw formed components
31281909,Lead draw formed components
31281910,Magnesium draw formed components
31281911,Nickel alloy draw formed components
31281912,Non ferrous alloy draw formed components
31281913,Non metallic draw formed components
31281914,Precious metal draw formed components
31281915,Stainless steel draw formed components
31281916,Steel draw formed components
31281917,Tin draw formed components
31281918,Titanium draw formed components
31281919,Zinc draw formed components
31282000,Hydro formed components
31282001,Aluminum hydro formed components
31282002,Beryllium hydro formed components
31282003,Brass hydro formed components
31282004,Bronze hydro formed components
31282005,Composite hydro formed components
31282006,Copper hydro formed components
31282007,Ferrous alloy hydro formed components
31282008,Iron hydro formed components
31282009,Lead hydro formed components
31282010,Magnesium hydro formed components
31282011,Nickel alloy hydro formed components
31282012,Non ferrous alloy hydro formed components
31282013,Non metallic hydro formed components
31282014,Precious metal hydro formed components
31282015,Stainless steel hydro formed components
31282016,Steel hydro formed components
31282017,Tin hydro formed components
31282018,Titanium hydro formed components
31282019,Zinc hydro formed components
31282100,Spin formed components
31282101,Aluminum spin formed components
31282102,Beryllium spin formed components
31282103,Brass spin formed components
31282104,Bronze spin formed components
31282105,Composite spin formed components
31282106,Copper spin formed components
31282107,Ferrous alloy spin formed components
31282108,Iron spin formed components
31282109,Lead spin formed components
31282110,Magnesium spin formed components
31282111,Nickel alloy spin formed components
31282112,Non ferrous alloy spin formed components
31282113,Non metallic spin formed components
31282114,Precious metal spin formed components
31282115,Stainless steel spin formed components
31282116,Steel spin formed components
31282117,Tin spin formed components
31282118,Titanium spin formed components
31282119,Zinc spin formed components
31282200,Roll formed components
31282201,Aluminum roll formed components
31282202,Beryllium roll formed components
31282203,Brass roll formed components
31282204,Bronze roll formed components
31282205,Composite roll formed components
31282206,Copper roll formed components
31282207,Ferrous alloy roll formed components
31282208,Iron roll formed components
31282209,Lead roll formed components
31282210,Magnesium roll formed components
31282211,Nickel alloy roll formed components
31282212,Non ferrous alloy roll formed components
31282213,Non metallic roll formed components
31282214,Precious metal roll formed components
31282215,Stainless steel roll formed components
31282216,Steel roll formed components
31282217,Tin roll formed components
31282218,Titanium roll formed components
31282219,Zinc roll formed components
31282300,Stretch formed components
31282301,Aluminum stretch formed components
31282302,Beryllium stretch formed components
31282303,Brass stretch formed components
31282304,Bronze stretch formed components
31282305,Composite stretch formed components
31282306,Copper stretch formed components
31282307,Ferrous alloy stretch formed components
31282308,Iron stretch formed components
31282309,Lead stretch formed components
